icd9_code,icd10_code,rank,reason
94402,T23419A,2,"Matches 'thumb (nail)' and 'unspecified degree'. However, it uses 'corrosion' instead of 'burn', which is semantically different."
94403,T23039A,1,"Matches 'burn' and 'two or more digits of hand, not including thumb' (unspecified multiple fingers). The unspecified degree and initial encounter are appropriate defaults."
94403,T23439A,2,"Matches 'two or more digits of hand, not including thumb' and 'unspecified degree'. However, it uses 'corrosion' instead of 'burn', which is semantically different."
94407,T23079A,1,"Direct semantic match for 'Burn of unspecified degree of wrist'. 'Unspecified wrist' matches 'wrist', 'unspecified degree' matches 'unspecified degree', and 'initial encounter' is standard for ICD-10."
94407,T23479A,2,"Incorrect semantic match. 'Corrosion' is not synonymous with 'Burn'. While both are types of tissue damage, they have different causes and clinical implications."
94410,T23109A,1,"Erythema is a form of first-degree burn, characterized by redness. This code captures the first-degree burn aspect and the hand location."
94410,T23509A,2,"Corrosion is a type of tissue damage, but less directly related to erythema than a burn. However, it still involves skin damage on the hand."
94411,T23129A,1,"Erythema (redness) is a common sign of a first-degree burn. The description matches the location (single digit, finger/nail, not thumb) and degree (first degree)."
94411,T23529A,2,"Corrosion implies chemical injury, which can cause erythema, but 'burn' is a more general and common cause of erythema in this context. The location and degree match."
94416,T23169A,1,Erythema is a type of first-degree burn or redness. This code captures the first-degree nature and location (back of hand) accurately.
94416,T23569A,2,"Corrosion is a chemical burn, which can cause erythema, but 'burn' is a more general and likely fit for 'erythema' without further context. Location match is good."
94420,T23209A,1,"ICD-9 'Blisters, epidermal loss [second degree]' directly corresponds to ICD-10 'Burn of second degree'. Both specify the hand as the body site and are unspecified regarding the exact location on the hand. The 'initial encounter' specifier is standard for ICD-10 injury codes."
94420,T23609A,2,"ICD-9 'Blisters, epidermal loss' could potentially be caused by corrosion, but 'burn' is a more direct semantic match for the described epidermal loss. Both codes specify the hand and are unspecified regarding the exact location. The 'initial encounter' specifier is standard."
94421,T23229A,1,"Blisters and epidermal loss are characteristic features of a second-degree burn. The ICD-10 code accurately reflects the location (single finger/nail, excluding thumb) and severity (second degree). The 'initial encounter' specifier is appropriate for a new injury."
94421,T23629A,2,"While 'corrosion' can cause skin damage, it's less directly synonymous with 'blisters' and 'epidermal loss' than 'burn'. However, it still involves tissue damage of the second degree to the specified location. It's a plausible alternative but less precise than T23229A."
94422,T23219A,1,Blisters and second-degree epidermal loss are characteristic features of a second-degree burn. The location 'thumb (nail)' matches. 'Initial encounter' is the default for unspecified encounter type.
94422,T23619A,2,"Corrosion can cause epidermal loss and blisters, but 'burn' is a more direct semantic match for the general concept of 'blisters, epidermal loss' without specifying a chemical cause. The location matches."
94423,T23239A,1,"ICD-9 'Blisters, epidermal loss [second degree]' is semantically equivalent to 'Burn of second degree'. ICD-10 specifies 'unspecified multiple fingers (nail), not including thumb', which matches the ICD-9 description 'two or more digits of hand, not including thumb'."
94423,T23639A,2,"ICD-9 'Blisters, epidermal loss' could potentially be caused by corrosion, but 'burn' is a more direct semantic equivalent. ICD-10 specifies 'unspecified multiple fingers (nail), not including thumb', which matches the ICD-9 description 'two or more digits of hand, not including thumb'."
94425,T23259A,1,Blisters and epidermal loss are characteristic of second-degree burns. This code specifically describes a second-degree burn of the palm.
94425,T23659A,2,"Corrosion can cause epidermal loss, but 'burn' is a more direct semantic match for the description, especially considering blisters are common in burns."
94426,T23269A,1,"Burn is semantically closer to 'blisters, epidermal loss' than corrosion. Both specify second degree and back of hand."
94426,T23669A,2,"Corrosion is a less direct semantic match for 'blisters, epidermal loss' compared to burn, but still involves tissue damage. Both specify second degree and back of hand."
94428,T23299A,1,"The ICD-9 code specifies 'Blisters, epidermal loss [second degree]', which is synonymous with a second-degree burn. The ICD-10 code T23299A directly maps this concept ('Burn of second degree') and includes the body sites ('unspecified wrist and hand') and the encounter type ('initial encounter')."
94428,T23699A,2,"While 'corrosion' can cause epidermal loss, it is not the primary meaning of 'blisters, epidermal loss' in the ICD-9 code. A burn is a more direct semantic match for the described injury."
94431,T23329A,1,ICD-9 'Full-thickness skin loss' is semantically equivalent to 'Burn of third degree'. The location 'single digit [finger (nail)] other than thumb' is also accurately captured by 'unspecified single finger (nail) except thumb'. The 'initial encounter' specifier is a standard ICD-10 addition.
94431,T23729A,2,"While 'Corrosion' involves skin loss, it typically implies chemical or electrical causes, which are not specified in the ICD-9 code. 'Burn' (T23329A) is a more general and likely match for 'Full-thickness skin loss' without further context."
94432,T23319A,1,Full-thickness skin loss is semantically equivalent to a third-degree burn. The body site (thumb nail) is specified. Initial encounter is assumed.
94432,T23719A,2,"Corrosion can cause full-thickness skin loss, but it is a less direct semantic match than burn. The body site (thumb nail) is specified. Initial encounter is assumed."
94436,T23369A,1,ICD-9 'Full-thickness skin loss' is synonymous with 'third degree burn'. The body site 'back of hand' is specified in both codes. The unspecified hand laterality is captured by the 'unspecified hand' in the ICD-10 code.
94436,T23769A,2,"ICD-9 'Full-thickness skin loss' can sometimes be caused by corrosion, but 'burn' is a more direct and common synonym for 'full-thickness skin loss' in this context. The body site and laterality match."
94500,T24009A,1,"Matches 'burn', 'unspecified degree', 'unspecified site', 'lower limb', and 'initial encounter'. Excludes ankle and foot, which aligns with 'leg' being unspecified."
94500,T24409A,2,"Matches 'unspecified degree', 'unspecified site', 'lower limb', and 'initial encounter'. However, it uses 'corrosion' instead of 'burn', which is semantically different."
94502,T25029A,1,Direct semantic match for 'burn of unspecified degree of foot'. 'Unspecified foot' correctly maps 'foot'. 'Unspecified degree' correctly maps 'unspecified degree'. 'Initial encounter' is a standard addition for burns.
94502,T25429A,2,Incorrect semantic match. 'Corrosion' is not synonymous with 'burn'.
94503,T25019A,1,Direct semantic match for 'Burn of unspecified degree of ankle'. Includes unspecified degree and ankle.
94503,T25419A,2,"Incorrect term: 'Corrosion' instead of 'Burn'. However, it specifies 'unspecified degree of unspecified ankle', similar to the ICD-9 code structure."
94504,T24039A,1,"Direct semantic match for 'Burn of unspecified degree of lower leg'. 'Unspecified lower leg' corresponds to 'unspecified lower leg', and 'unspecified degree' matches 'unspecified degree'. The 'initial encounter' modifier is standard for ICD-10 burns."
94504,T24439A,2,"Semantic mismatch. 'Corrosion' is chemically distinct from 'Burn'. While both cause tissue damage, they have different mechanisms and ICD-10 classifications."
94506,T24019A,1,"Direct semantic equivalent; 'burn' maps directly to 'burn', 'thigh' maps directly to 'thigh', 'unspecified degree' maps to 'unspecified degree', and 'initial encounter' is a standard addition for burns."
94506,T24419A,2,Related but less specific; 'corrosion' is a type of burn but not a direct synonym for the general term 'burn' used in the ICD-9 code. The body site ('thigh') and degree ('unspecified') match.
94510,T24109A,1,"Erythema is often a sign of a first-degree burn. This code captures the first-degree nature and the lower limb location (excluding ankle/foot), aligning well with the ICD-9 description."
94510,T24509A,2,"Corrosion is chemically similar to a burn but less likely to be the primary meaning of 'erythema'. However, it still represents a skin injury on the lower limb."
94512,T25129A,1,"Erythema is often used interchangeably with first-degree burn in clinical contexts, representing superficial inflammation/redness of the skin. Both codes describe a first-degree injury to the foot."
94512,T25529A,2,"Corrosion implies chemical damage, which is distinct from erythema (redness/inflammation). However, both represent a superficial skin injury of the foot, making it a less likely but possible match compared to burn."
94514,T24139A,1,"Erythema is a form of first-degree burn, often caused by sunburn or heat exposure. This code directly maps the first-degree burn aspect and the lower leg location. The 'initial encounter' specifier is standard for burns."
94514,T24539A,2,"Corrosion involves chemical burns, which can cause erythema. While less direct than 'burn', it's a plausible cause of first-degree skin changes like erythema on the lower leg. However, 'burn' is a more general and common cause of erythema."
94516,T24119A,1,Erythema can be a manifestation of a first-degree burn. Both codes specify 'first degree' and 'thigh'. 'Burn' is a plausible cause for erythema.
94516,T24519A,2,"Corrosion is a type of chemical burn which can cause erythema. Both codes specify 'first degree' and 'thigh'. However, 'burn' is a more general and common cause of erythema than 'corrosion'."
94519,T24199A,1,"ICD-9 'Erythema' can sometimes be used to describe a first-degree burn. This code captures the first-degree nature, multiple sites, and unspecified lower limb (excluding ankle/foot) specified in the ICD-9 code. It is the closest semantic match despite the potential difference in terminology."
94519,T25199A,2,"Similar to T24199A, this code captures the first-degree nature and multiple sites. However, it specifies the ankle and foot, whereas the ICD-9 code specifies the lower limb(s) excluding the ankle and foot (implied by the 'multiple sites' and general lower limb location)."
94519,T24599A,3,"This code captures the first-degree nature and multiple sites of the unspecified lower limb (excluding ankle/foot), but uses 'corrosion' instead of 'burn'. While 'erythema' isn't directly 'corrosion', it's less likely than 'burn' to be used interchangeably in this context."
94519,T25599A,4,"This code captures the first-degree nature and multiple sites, but specifies the ankle and foot, and uses 'corrosion' instead of 'burn', making it the least semantically similar to the ICD-9 code."
94522,T25229A,1,Blisters and epidermal loss are characteristic of second-degree burns. 'Burn' is semantically closer to the description than 'corrosion'.
94522,T25629A,2,"Corrosion can cause epidermal loss, but 'burn' is a more direct synonym for the likely etiology implied by 'blisters' and 'epidermal loss' in the context of a second-degree injury."
94523,T25219A,1,"Blisters and epidermal loss are characteristic features of a second-degree burn. 'Burn' is the most semantically similar condition to 'blisters, epidermal loss' among the candidates. 'Ankle' matches the body site. 'Second degree' matches the severity. 'Unspecified' matches the lack of laterality specification in the ICD-9 code."
94523,T25619A,2,"Corrosion implies chemical damage, which is less semantically similar to 'blisters, epidermal loss' than a burn, although both involve tissue damage. 'Ankle' matches the body site. 'Second degree' matches the severity. 'Unspecified' matches the lack of laterality specification in the ICD-9 code."
94524,T24239A,1,"ICD-9 'Blisters, epidermal loss [second degree]' maps semantically to 'Burn of second degree'. 'Lower leg' corresponds to 'unspecified lower leg'. 'Initial encounter' is a standard default."
94524,T24639A,2,"ICD-9 'Blisters, epidermal loss' could potentially be caused by corrosion, but 'burn' is a more direct and common cause. 'Second degree' and 'lower leg' match."
94526,T24219A,1,"ICD-9 'Blisters, epidermal loss [second degree]' describes a second-degree burn. ICD-10 T24219A directly corresponds to 'Burn of second degree of unspecified thigh'. 'Epidermal loss' is characteristic of a second-degree burn. The thigh location is preserved. The 'initial encounter' specifier is standard for ICD-10 injury codes."
94526,T24619A,2,"ICD-9 'Blisters, epidermal loss' could potentially be caused by corrosion, but 'burn' is a more direct semantic match for the description. T24619A represents 'Corrosion of second degree of unspecified thigh', which is less likely than a burn based solely on the ICD-9 description."
94530,T24309A,1,"ICD-9 'Full-thickness skin loss' is semantically equivalent to 'third degree burn'. 'Lower limb [leg] unspecified site' maps well to 'unspecified site of unspecified lower limb, except ankle and foot'. The 'initial encounter' specifier is standard for ICD-10."
94530,T24709A,2,"ICD-9 'Full-thickness skin loss' could potentially be caused by corrosion, although burn is a more direct synonym. The rest of the code maps similarly to T24309A."
94532,T25329A,1,A full-thickness skin loss is semantically equivalent to a third-degree burn. The body site (foot) matches. The unspecified laterality matches. The initial encounter specifier is appropriate given the lack of temporal detail in the ICD-9 code.
94532,T25729A,2,"Corrosion implies chemical damage, whereas 'full-thickness skin loss' is more general and often associated with thermal injury (burns). However, severe chemical burns can cause full-thickness loss. The body site (foot) matches. The unspecified laterality matches. The initial encounter specifier is appropriate."
94534,T24339A,1,"The ICD-9 description 'Full-thickness skin loss [third degree nos]' directly corresponds to a third-degree burn. The ICD-10 code T24339A specifically describes a 'Burn of third degree' affecting the 'unspecified lower leg', aligning closely with the ICD-9 code's description and location."
94534,T24739A,2,"While 'Full-thickness skin loss' can sometimes be caused by corrosion, 'burn' is a more direct and common cause for this type of injury described in ICD-9. T24739A describes 'Corrosion of third degree', which is a possible but less likely match than a burn based solely on the ICD-9 term."
94536,T24319A,1,ICD-9 'Full-thickness skin loss' is semantically equivalent to 'third degree' burn. 'Thigh' is specified. 'Initial encounter' is the default for unspecified encounter type.
94536,T24719A,2,"ICD-9 'Full-thickness skin loss' could potentially represent 'corrosion', but 'burn' is a more direct synonym. 'Thigh' is specified. 'Initial encounter' is the default for unspecified encounter type."
9462,T300,1,"ICD-9 describes second-degree burns (blisters, epidermal loss), which are a type of burn. T300 covers burns, although it lacks the specificity of degree and body site mentioned in the ICD-9 code. T304 (corrosion) is less semantically related to burns."
9462,T304,2,"ICD-9 describes second-degree burns (blisters, epidermal loss). While 'corrosion' (T304) can cause skin damage, it's chemically induced and distinct from a typical burn (thermal, electrical, etc.). T300 (burn) is a closer semantic match."
9470,T280XXA,1,Direct semantic match for 'Burn of mouth and pharynx'. 'Burn' is the primary mechanism described in the ICD-9 code.
9470,T285XXA,2,"Related concept ('Corrosion') but less specific than 'Burn'. Corrosion often implies chemical burns, while 'Burn' is broader."
9471,T271XXA,1,"Direct semantic match for 'burn' involving the specified anatomical sites (larynx, trachea, lung)."
9471,T275XXA,2,"Matches the anatomical sites (larynx, trachea, lung) but uses 'corrosion' instead of 'burn'. Corrosion is a type of burn but less specific to the ICD-9 term."
9472,T281XXA,1,"Direct semantic match for 'Burn of esophagus'. 'Burn' is the primary term in the ICD-9 description, and T281 specifically codes burns of the esophagus."
9472,T286XXA,2,"Semantic match for 'esophagus', but 'Corrosion' is less specific than 'Burn'. Corrosion implies chemical or other agents, while burn typically implies thermal, electrical, or radiation injury. While related, 'Burn' is the more precise term from the ICD-9 description."
9473,T282XXA,1,"ICD-10 code T282XXA directly corresponds to 'Burn of other parts of alimentary tract', which is semantically equivalent to the ICD-9 code 'Burn of gastrointestinal tract'. Alimentary tract is synonymous with gastrointestinal tract."
9473,T287XXA,2,"ICD-10 code T287XXA describes 'Corrosion of other parts of alimentary tract'. While both involve damage to the GI tract, 'corrosion' implies a chemical burn, whereas 'burn' in ICD-9 is broader (thermal, chemical, etc.). Therefore, it is less specific and potentially less accurate than T282XXA."
9478,T2849XA,1,Directly maps 'burn' to 'burn' and 'internal organs' to 'other internal organ'. The 'other specified sites' in ICD-9 is captured by 'other' in ICD-10. The 'initial encounter' is a standard addition for burns.
9478,T2899XA,2,"Maps 'internal organs' to 'internal organs', but replaces 'burn' with 'corrosions'. While burns and corrosions can cause similar damage, they are distinct etiologies. 'Corrosions' is less specific than 'burn'."
94800,T310,1,"This code directly addresses burns involving less than 10% of the body surface, matching the core concept of the ICD-9 code. Although the ICD-9 code specifies 'third degree burn, less than 10 percent or unspecified', T310 is the most appropriate general burn code for this surface area extent in ICD-10, as specificity regarding degree is often captured elsewhere or may not be required for this level of coding."
94800,T320,2,"This code refers to corrosions, which are chemically induced injuries, not thermal burns as described in the ICD-9 code. While both are types of tissue damage, the mechanism is different, making this a poor semantic match."
94810,T3110,1,"This code directly matches the ICD-9 description, specifying burns involving 10-19% of body surface with third-degree burns less than 10%. The ICD-9 description includes 'third degree burn, less than 10 percent or unspecified', which aligns with the '0% to 9% third degree burns' in the ICD-10 code."
94810,T3210,2,"This code is semantically related as it involves burns/corrosions of a similar body surface area (10-19%) and degree (third degree), but it specifically refers to 'corrosions' rather than 'burns'. While chemically induced burns are a type of burn, the ICD-9 code uses the general term 'Burn', making T3110 a better match."
94811,T3111,1,"The ICD-10 code T3111 directly maps to the ICD-9 code 94811, representing burns involving 10-19% of body surface with 10-19% third degree burns. The description is semantically equivalent."
94811,T3211,2,"The ICD-10 code T3211 describes corrosions, not burns, which is a different mechanism of injury than the ICD-9 code 94811. While both involve tissue damage and specify the percentage of body surface and degree, the underlying cause differs."
94820,T3120,1,"The ICD-10 code T3120 directly corresponds to the ICD-9 code 94820, capturing the burn involving 20-29% of body surface with 0-9% third degree burns. It accurately reflects the degree and extent specified in the ICD-9 description."
94820,T3220,2,"The ICD-10 code T3220 describes corrosions, not burns. While corrosions can cause tissue damage similar to burns, the ICD-9 code specifically mentions 'burn', making T3120 a better semantic match. T3220 is incorrect because it uses the wrong type of injury."
94850,T3150,1,"Directly corresponds to the ICD-9 description, matching the percentage of body surface area affected (50-59%) and the degree of third-degree burns (less than 10% or unspecified, represented as 0-9% in ICD-10)."
94850,T3250,2,"Similar structure to T3150 but specifies 'corrosions' instead of 'burns'. While related, 'burn' is the term used in the ICD-9 code, making T3150 a better semantic match."
94890,T3190,1,This code directly maps the ICD-9 concept of a burn involving 90% or more of body surface with a specified range (0-9%) of third-degree burns. It captures the extent and degree specified in the ICD-9 description.
94890,T3290,2,"This code represents corrosion, not burns, which is a different mechanism of injury. While both involve tissue damage, the ICD-9 code specifically mentions 'Burn', making T3190 a much better semantic match."
9490,T300,1,"Direct semantic equivalent of 'Burn of unspecified site, unspecified degree'. 'Unspecified site' maps well to 'unspecified body region'."
9490,T304,2,"Related concept (thermal injury), but 'Corrosion' implies chemical or electrical injury, not a general burn."
9518,S04899A,1,This code directly maps to 'Injury to other specified cranial nerves' by explicitly stating 'other cranial nerves'. The 'unspecified side' and 'initial encounter' components are appropriate default assumptions given the lack of laterality or encounter type in the ICD-9 code.
9518,S04819A,2,"This code specifies the olfactory nerve (1st cranial nerve). While the olfactory nerve is a cranial nerve, the ICD-9 code uses the term 'other specified cranial nerves', implying nerves beyond the olfactory nerve. This code is less general than S04899A and therefore a poorer match, but still relevant as it pertains to cranial nerve injury."
95200,S14104A,1,Matches the C4 level specified in the ICD-9 description. 'Injury' is a suitable semantic equivalent for 'injury'.
95200,S14103A,2,Matches the C3 level specified in the ICD-9 description. 'Injury' is a suitable semantic equivalent for 'injury'.
95200,S14102A,3,Matches the C2 level specified in the ICD-9 description. 'Injury' is a suitable semantic equivalent for 'injury'.
95200,S14101A,4,Matches the C1 level specified in the ICD-9 description. 'Injury' is a suitable semantic equivalent for 'injury'.
95201,S14114A,1,Matches the C4 level specified in the ICD-9 code and the complete lesion description. Includes initial encounter detail.
95201,S14113A,2,Matches the C3 level specified in the ICD-9 code and the complete lesion description. Includes initial encounter detail.
95201,S14112A,3,Matches the C2 level specified in the ICD-9 code and the complete lesion description. Includes initial encounter detail.
95201,S14111A,4,Matches the C1 level specified in the ICD-9 code and the complete lesion description. Includes initial encounter detail.
95203,S14124A,1,Matches the specific C4 level mentioned in the ICD-9 description. The 'central cord syndrome' is directly equivalent.
95203,S14123A,2,"Matches the C3 level, which is part of the C1-C4 range specified in the ICD-9 code."
95203,S14122A,3,"Matches the C2 level, which is part of the C1-C4 range specified in the ICD-9 code."
95203,S14121A,4,"Matches the C1 level, which is part of the C1-C4 range specified in the ICD-9 code."
95204,S14154A,1,"The ICD-9 code specifies C1-C4 level spinal cord injury. S14154A specifically refers to the C4 level, which is the highest level mentioned in the ICD-9 code, making it the most specific match among the candidates."
95204,S14153A,2,"Refers to the C3 level, which is within the C1-C4 range specified in the ICD-9 code."
95204,S14152A,3,"Refers to the C2 level, which is within the C1-C4 range specified in the ICD-9 code."
95204,S14151A,4,"Refers to the C1 level, which is within the C1-C4 range specified in the ICD-9 code."
95205,S14107A,1,"Matches the C7 level specified in the ICD-9 code. The ICD-9 code specifies C5-C7, and this code matches the highest level mentioned."
95205,S14105A,2,"Matches the C5 level specified in the ICD-9 code. The ICD-9 code specifies C5-C7, and this code matches the lowest level mentioned."
95205,S14106A,3,"Matches the C6 level specified in the ICD-9 code. The ICD-9 code specifies C5-C7, and this code matches the middle level mentioned."
95205,S14108A,4,Does not match the C5-C7 level range specified in the ICD-9 code; C8 is outside the specified range.
95206,S14115A,1,Matches C5 level and complete lesion of spinal cord. 'Initial encounter' is a default assumption.
95206,S14117A,2,Matches C7 level and complete lesion of spinal cord. 'Initial encounter' is a default assumption.
95206,S14116A,3,Matches C6 level and complete lesion of spinal cord. 'Initial encounter' is a default assumption.
95206,S14118A,4,Matches C8 level and complete lesion of spinal cord. 'Initial encounter' is a default assumption.
95207,S14135A,1,Matches the C5 level specified in the ICD-9 description. Correctly identifies anterior cord syndrome.
95207,S14136A,2,Matches the C6 level specified in the ICD-9 description. Correctly identifies anterior cord syndrome.
95207,S14137A,3,Matches the C7 level specified in the ICD-9 description. Correctly identifies anterior cord syndrome.
95207,S14138A,4,Matches the C8 level specified in the ICD-9 description. Correctly identifies anterior cord syndrome.
95208,S14125A,1,Matches 'C5' level and 'central cord syndrome'. Specific level match.
95208,S14126A,2,Matches 'C6' level and 'central cord syndrome'. Specific level match.
95208,S14127A,3,Matches 'C7' level and 'central cord syndrome'. Specific level match.
95208,S14128A,4,Matches 'central cord syndrome' but 'C8' level is not specified in the ICD-9 code.
95209,S14157A,1,"Matches the C7 level specified in the ICD-9 code. The ICD-9 code specifies 'C5-C7 level', which implies the injury could be at C5, C6, or C7. S14157A is the most specific match for the C7 part of the range."
95209,S14156A,2,Matches the C6 level specified in the ICD-9 code. It is part of the 'C5-C7 level' range.
95209,S14155A,3,Matches the C5 level specified in the ICD-9 code. It is part of the 'C5-C7 level' range.
95209,S14158A,4,"Matches the C8 level, which is outside the 'C5-C7 level' range specified in the ICD-9 code."
95210,S24102A,1,"This code directly maps the T2-T6 level specified in the ICD-9 description. The ICD-9 code '95210' explicitly states 'T1-T6 level', and S24102A covers the T2-T6 range, which is the most accurate representation of the ICD-9 description's level specification among the candidates."
95210,S24101A,2,"This code specifies the T1 level, which is part of the T1-T6 range in the ICD-9 code. However, it is less specific than S24102A because it only covers T1, whereas the ICD-9 code includes T2 through T6 as well. Therefore, it is a less complete match for the ICD-9 description."
95211,S24111A,1,"The ICD-9 code specifies a T1-T6 level lesion. This ICD-10 code specifies a complete lesion at the T1 level, which is a subset of the ICD-9 description. It correctly captures the complete lesion aspect and the T1 level."
95211,S24112A,2,"The ICD-9 code specifies a T1-T6 level lesion. This ICD-10 code specifies a complete lesion at the T2-T6 level, which is a subset of the ICD-9 description. It correctly captures the complete lesion aspect and the T2-T6 levels."
95214,S24152A,1,"Matches the T1-T6 level specified in the ICD-9 code, indicating an incomplete spinal cord injury. The 'A' denotes initial encounter, which is a reasonable assumption without further temporal context."
95214,S24151A,2,Matches the T1 level but not the full T1-T6 range specified in the ICD-9 code. It specifies an incomplete lesion and initial encounter.
95215,S24103A,1,"The ICD-9 code specifies 'T7-T12 level'. S24103A covers the 'T7-T10' level, which is a subset of the specified range. S24104A covers 'T11-T12', which is also a subset. S24103A is slightly more specific to the lower end of the range."
95215,S24104A,2,"The ICD-9 code specifies 'T7-T12 level'. S24104A covers the 'T11-T12' level, which is a subset of the specified range. S24103A covers 'T7-T10', which is also a subset."
95217,S24133A,1,Matches the specific level (T7-T10) and syndrome (anterior cord syndrome) described in the ICD-9 code. 'Initial encounter' is the default assumption without further temporal context.
95217,S24134A,2,Matches the syndrome (anterior cord syndrome) but specifies a slightly different level (T11-T12) than the ICD-9 code (T7-T12). 'Initial encounter' is the default assumption.
95219,S24153A,1,"Covers the T7-T10 level specified in the ICD-9 code, indicating an incomplete spinal cord injury. The 'A' denotes initial encounter, which is a reasonable default assumption for a code without temporal context."
95219,S24154A,2,"Covers the T11-T12 level specified in the ICD-9 code, indicating an incomplete spinal cord injury. The 'A' denotes initial encounter, which is a reasonable default assumption for a code without temporal context."
9529,S14109A,1,"The ICD-9 code specifies 'spinal cord injury' without specifying the level. S14109A represents an unspecified injury at an unspecified level of the cervical spinal cord, which is a specific region of the spinal cord. While the ICD-9 code doesn't specify the level, this code captures the 'spinal cord injury' aspect and the 'unspecified site' aspect by using 'unspecified level'."
9529,S24109A,2,"Similar to S14109A, this code represents an unspecified injury at an unspecified level of the thoracic spinal cord. It captures the 'spinal cord injury' and 'unspecified site' aspects."
9529,S34109A,3,"Similar to S14109A and S24109A, this code represents an unspecified injury at an unspecified level of the lumbar spinal cord. It captures the 'spinal cord injury' and 'unspecified site' aspects."
9529,S34139A,4,"This code specifies injury to the sacral spinal cord. While it captures the 'spinal cord injury' aspect, it is more specific than the ICD-9 code which specifies an 'unspecified site'."
9539,S344XXA,1,"The ICD-9 code 'Injury to unspecified site of nerve roots and spinal plexus' explicitly mentions 'spinal plexus'. S344XXA directly corresponds to 'Injury of lumbosacral plexus', which is a major spinal plexus. While the ICD-9 code also mentions 'nerve roots', the plexus component is specifically addressed by S344XXA."
9539,S142XXA,2,"The ICD-9 code mentions 'nerve roots'. S142XXA represents 'Injury of nerve root of cervical spine'. This captures the 'nerve root' aspect, although it specifies the cervical spine, which is not mentioned in the ICD-9 code. It is a possible match for the 'nerve roots' part of the description."
9539,S242XXA,3,"Similar to S142XXA, this code represents 'Injury of nerve root of thoracic spine'. It captures the 'nerve root' aspect but specifies the thoracic spine, which is not mentioned in the ICD-9 code. It is a possible match for the 'nerve roots' part of the description."
9539,S3421XA,4,"Similar to S142XXA and S242XXA, this code represents 'Injury of nerve root of lumbar spine'. It captures the 'nerve root' aspect but specifies the lumbar spine, which is not mentioned in the ICD-9 code. It is a possible match for the 'nerve roots' part of the description."
9539,S3422XA,5,"Similar to S142XXA, S242XXA, and S3421XA, this code represents 'Injury of nerve root of sacral spine'. It captures the 'nerve root' aspect but specifies the sacral spine, which is not mentioned in the ICD-9 code. It is a possible match for the 'nerve roots' part of the description."
9551,S4410XA,1,"The ICD-9 code 'Injury to median nerve' does not specify the location. S4410XA specifies the upper arm level, which is a possible location for median nerve injury, although the ICD-9 code is non-specific."
9551,S5410XA,2,"The ICD-9 code 'Injury to median nerve' does not specify the location. S5410XA specifies the forearm level, which is a possible location for median nerve injury, although the ICD-9 code is non-specific."
9551,S6410XA,3,"The ICD-9 code 'Injury to median nerve' does not specify the location. S6410XA specifies the wrist and hand level, which is a possible location for median nerve injury, although the ICD-9 code is non-specific."
9552,S4400XA,1,"Matches 'injury to ulnar nerve'. The ICD-9 code lacks laterality and specific location along the nerve's path, but 'upper arm level' is a plausible location for ulnar nerve injury."
9552,S5400XA,2,Matches 'injury to ulnar nerve'. 'Forearm level' is another plausible location for ulnar nerve injury.
9552,S6400XA,3,"Matches 'injury to ulnar nerve'. 'Wrist and hand level' is also a plausible location for ulnar nerve injury, though perhaps slightly less common for a general 'injury' without further context than the upper arm or forearm."
9553,S4420XA,1,"The ICD-9 code 'Injury to radial nerve' does not specify the location of the injury. S4420XA specifies the upper arm level, which is a common location for radial nerve injuries, but it's only one possible location. The 'unspecified arm' aligns with the lack of laterality in the ICD-9 code. 'Initial encounter' is a default assumption for an unspecified injury."
9553,S5420XA,2,"Similar to S4420XA, this code specifies a location (forearm) for the radial nerve injury, which is plausible but not explicitly stated in the ICD-9 code. The 'unspecified arm' and 'initial encounter' components are consistent with the ICD-9 code."
9553,S6420XA,3,"This code specifies the wrist and hand level, another possible location for radial nerve injury. However, it is less common for a general 'injury to radial nerve' to specifically refer to the distal level without further information. The 'unspecified arm' and 'initial encounter' components are consistent with the ICD-9 code."
9555,S4450XA,1,"The ICD-9 code specifies 'upper limb'. S4450XA specifies 'shoulder and upper arm level', which is a specific part of the upper limb and aligns well with the general location described in the ICD-9 code."
9555,S5430XA,2,"The ICD-9 code specifies 'upper limb'. S5430XA specifies 'forearm level', which is also part of the upper limb, but less comprehensive than 'shoulder and upper arm level' in representing the potential scope of the ICD-9 code."
9556,S6440XA,1,"The ICD-9 code specifies 'upper limb' and 'digital nerve'. The ICD-10 code specifies 'digital nerve of unspecified finger', which is a part of the upper limb. This is a good match in specificity."
9556,S6430XA,2,"The ICD-9 code specifies 'upper limb' and 'digital nerve'. The ICD-10 code specifies 'digital nerve of unspecified thumb', which is a part of the upper limb. This is a less specific match than S6440XA as the ICD-9 code does not specify finger or thumb."
9564,S8420XA,1,"The ICD-9 description 'lower limb' is best represented by 'lower leg level' (S8420XA) among the candidates, as 'hip and thigh level' (S7420XA) and 'ankle and foot level' (S9430XA) are more specific parts of the lower limb."
9564,S7420XA,2,"While 'hip and thigh level' is part of the lower limb, it is less representative of the general term 'lower limb' than 'lower leg level'. It's a plausible but less specific match."
9564,S9430XA,3,"Similar to S7420XA, 'ankle and foot level' is part of the lower limb but represents the most distal portion, making it the least representative match for the general term 'lower limb'."
