,Unnamed: 0,icd9_code,icd10_code,rank,reason
8250,,V5416,S92232D,329,"Similar to S92231D, this code refers to a displaced fracture of the intermediate cuneiform of the left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8251,,V5416,S92233D,330,"This code refers to a displaced fracture of the intermediate cuneiform of the unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8252,,V5416,S92234D,331,"This code refers to a nondisplaced fracture of the intermediate cuneiform of the right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8253,,V5416,S92235D,332,"Similar to S92234D, this code refers to a nondisplaced fracture of the intermediate cuneiform of the left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8254,,V5416,S92236D,333,"This code refers to a nondisplaced fracture of the intermediate cuneiform of the unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8255,,V5416,S92241D,334,"This code refers to a displaced fracture of the medial cuneiform of the right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8256,,V5416,S92242D,335,"Similar to S92241D, this code refers to a displaced fracture of the medial cuneiform of the left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8257,,V5416,S92243D,336,"This code refers to a displaced fracture of the medial cuneiform of the unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8258,,V5416,S92244D,337,"This code refers to a nondisplaced fracture of the medial cuneiform of the right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8259,,V5416,S92245D,338,"Similar to S92244D, this code refers to a nondisplaced fracture of the medial cuneiform of the left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8260,,V5416,S92246D,339,"This code refers to a nondisplaced fracture of the medial cuneiform of the unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8261,,V5416,S92251D,340,"This code refers to a displaced fracture of the navicular [scaphoid] of the right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8262,,V5416,S92252D,341,"Similar to S92251D, this code refers to a displaced fracture of the navicular [scaphoid] of the left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8263,,V5416,S92253D,342,"This code refers to a displaced fracture of the navicular [scaphoid] of the unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8264,,V5416,S92254D,343,"This code refers to a nondisplaced fracture of the navicular [scaphoid] of the right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8265,,V5416,S92255D,344,"Similar to S92254D, this code refers to a nondisplaced fracture of the navicular [scaphoid] of the left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8266,,V5416,S92256D,345,"This code refers to a nondisplaced fracture of the navicular [scaphoid] of the unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8267,,V5416,S92301D,346,"This code refers to fracture of unspecified metatarsal bone(s), right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8268,,V5416,S92302D,347,"Similar to S92301D, this code refers to fracture of unspecified metatarsal bone(s), left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8269,,V5416,S92309D,348,"This code refers to fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8270,,V5416,S92311D,349,"This code refers to a displaced fracture of the first metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8271,,V5416,S92312D,350,"Similar to S92311D, this code refers to a displaced fracture of the first metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8272,,V5416,S92313D,351,"This code refers to a displaced fracture of the first metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8273,,V5416,S92314D,352,"This code refers to a nondisplaced fracture of the first metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8274,,V5416,S92315D,353,"Similar to S92314D, this code refers to a nondisplaced fracture of the first metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8275,,V5416,S92316D,354,"This code refers to a nondisplaced fracture of the first metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8276,,V5416,S92321D,355,"This code refers to a displaced fracture of the second metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8277,,V5416,S92322D,356,"Similar to S92321D, this code refers to a displaced fracture of the second metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8278,,V5416,S92323D,357,"This code refers to a displaced fracture of the second metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8279,,V5416,S92324D,358,"This code refers to a nondisplaced fracture of the second metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8280,,V5416,S92325D,359,"Similar to S92324D, this code refers to a nondisplaced fracture of the second metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8281,,V5416,S92326D,360,"This code refers to a nondisplaced fracture of the second metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8282,,V5416,S92331D,361,"This code refers to a displaced fracture of the third metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8283,,V5416,S92332D,362,"Similar to S92331D, this code refers to a displaced fracture of the third metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8284,,V5416,S92333D,363,"This code refers to a displaced fracture of the third metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8285,,V5416,S92334D,364,"This code refers to a nondisplaced fracture of the third metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8286,,V5416,S92335D,365,"Similar to S92334D, this code refers to a nondisplaced fracture of the third metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8287,,V5416,S92336D,366,"This code refers to a nondisplaced fracture of the third metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8288,,V5416,S92341D,367,"This code refers to a displaced fracture of the fourth metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8289,,V5416,S92342D,368,"Similar to S92341D, this code refers to a displaced fracture of the fourth metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8290,,V5416,S92343D,369,"This code refers to a displaced fracture of the fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8291,,V5416,S92344D,370,"This code refers to a nondisplaced fracture of the fourth metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8292,,V5416,S92345D,371,"Similar to S92344D, this code refers to a nondisplaced fracture of the fourth metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8293,,V5416,S92346D,372,"This code refers to a nondisplaced fracture of the fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8294,,V5416,S92351D,373,"This code refers to a displaced fracture of the fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location, which is incorrect for 'lower leg'."
8295,,V5416,S92352D,374,"Similar to S92351D, this code refers to a displaced fracture of the fifth metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8296,,V5416,S92353D,375,"This code refers to a displaced fracture of the fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8297,,V5416,S92354D,376,"This code refers to a nondisplaced fracture of the fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location."
8298,,V5416,S92355D,377,"Similar to S92354D, this code refers to a nondisplaced fracture of the fifth metatarsal bone, left foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and differs in laterality."
8299,,V5416,S92356D,378,"This code refers to a nondisplaced fracture of the fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'foot' location and lacks laterality."
8300,,V5416,S92401D,379,"This code refers to a displaced unspecified fracture of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8301,,V5416,S92402D,380,"Similar to S92401D, this code refers to a displaced unspecified fracture of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8302,,V5416,S92403D,381,"This code refers to a displaced unspecified fracture of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8303,,V5416,S92404D,382,"This code refers to a nondisplaced unspecified fracture of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8304,,V5416,S92405D,383,"Similar to S92404D, this code refers to a nondisplaced unspecified fracture of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8305,,V5416,S92406D,384,"This code refers to a nondisplaced unspecified fracture of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8306,,V5416,S92411D,385,"This code refers to a displaced fracture of the proximal phalanx of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8307,,V5416,S92412D,386,"Similar to S92411D, this code refers to a displaced fracture of the proximal phalanx of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8308,,V5416,S92413D,387,"This code refers to a displaced fracture of the proximal phalanx of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8309,,V5416,S92414D,388,"This code refers to a nondisplaced fracture of the proximal phalanx of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8310,,V5416,S92415D,389,"Similar to S92414D, this code refers to a nondisplaced fracture of the proximal phalanx of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8311,,V5416,S92416D,390,"This code refers to a nondisplaced fracture of the proximal phalanx of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8312,,V5416,S92421D,391,"This code refers to a displaced fracture of the distal phalanx of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8313,,V5416,S92422D,392,"Similar to S92421D, this code refers to a displaced fracture of the distal phalanx of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8314,,V5416,S92423D,393,"This code refers to a displaced fracture of the distal phalanx of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8315,,V5416,S92424D,394,"This code refers to a nondisplaced fracture of the distal phalanx of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8316,,V5416,S92425D,395,"Similar to S92424D, this code refers to a nondisplaced fracture of the distal phalanx of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8317,,V5416,S92426D,396,"This code refers to a nondisplaced fracture of the distal phalanx of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8318,,V5416,S92491D,397,"This code refers to other fracture of the right great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8319,,V5416,S92492D,398,"Similar to S92491D, this code refers to other fracture of the left great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8320,,V5416,S92499D,399,"This code refers to other fracture of the unspecified great toe, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8321,,V5416,S92501D,400,"This code refers to a displaced unspecified fracture of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8322,,V5416,S92502D,401,"Similar to S92501D, this code refers to a displaced unspecified fracture of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8323,,V5416,S92503D,402,"This code refers to a displaced unspecified fracture of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8324,,V5416,S92504D,403,"This code refers to a nondisplaced unspecified fracture of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8325,,V5416,S92505D,404,"Similar to S92504D, this code refers to a nondisplaced unspecified fracture of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8326,,V5416,S92506D,405,"This code refers to a nondisplaced unspecified fracture of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8327,,V5416,S92511D,406,"This code refers to a displaced fracture of the proximal phalanx of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8328,,V5416,S92512D,407,"Similar to S92511D, this code refers to a displaced fracture of the proximal phalanx of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8329,,V5416,S92513D,408,"This code refers to a displaced fracture of the proximal phalanx of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8330,,V5416,S92514D,409,"This code refers to a nondisplaced fracture of the proximal phalanx of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8331,,V5416,S92515D,410,"Similar to S92514D, this code refers to a nondisplaced fracture of the proximal phalanx of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8332,,V5416,S92516D,411,"This code refers to a nondisplaced fracture of the proximal phalanx of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8333,,V5416,S92521D,412,"This code refers to a displaced fracture of the middle phalanx of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8334,,V5416,S92522D,413,"Similar to S92521D, this code refers to a displaced fracture of the middle phalanx of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8335,,V5416,S92523D,414,"This code refers to a displaced fracture of the middle phalanx of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8336,,V5416,S92524D,415,"This code refers to a nondisplaced fracture of the middle phalanx of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8337,,V5416,S92525D,416,"Similar to S92524D, this code refers to a nondisplaced fracture of the middle phalanx of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8338,,V5416,S92526D,417,"This code refers to a nondisplaced fracture of the middle phalanx of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8339,,V5416,S92531D,418,"This code refers to a displaced fracture of the distal phalanx of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8340,,V5416,S92532D,419,"Similar to S92531D, this code refers to a displaced fracture of the distal phalanx of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8341,,V5416,S92533D,420,"This code refers to a displaced fracture of the distal phalanx of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8342,,V5416,S92534D,421,"This code refers to a nondisplaced fracture of the distal phalanx of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location."
8343,,V5416,S92535D,422,"Similar to S92534D, this code refers to a nondisplaced fracture of the distal phalanx of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8344,,V5416,S92536D,423,"This code refers to a nondisplaced fracture of the distal phalanx of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8345,,V5416,S92591D,424,"This code refers to other fracture of the right lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location, which is incorrect for 'lower leg'."
8346,,V5416,S92592D,425,"Similar to S92591D, this code refers to other fracture of the left lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and differs in laterality."
8347,,V5416,S92599D,426,"This code refers to other fracture of the unspecified lesser toe(s), subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'toe' location and lacks laterality."
8348,,V5416,S82811D,427,"This code refers to a torus fracture of the upper end of the right fibula, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location, which is incorrect for 'lower leg'."
8349,,V5416,S82812D,428,"Similar to S82811D, this code refers to a torus fracture of the upper end of the left fibula, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and differs in laterality."
8350,,V5416,S82819D,429,"This code refers to a torus fracture of the upper end of the unspecified fibula, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and lacks laterality."
8351,,V5416,S82821D,430,"This code refers to a torus fracture of the lower end of the right fibula, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location, which is incorrect for 'lower leg'."
8352,,V5416,S82822D,431,"Similar to S82821D, this code refers to a torus fracture of the lower end of the left fibula, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and differs in laterality."
8353,,V5416,S82829D,432,"This code refers to a torus fracture of the lower end of the unspecified fibula, subsequent encounter for fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and lacks laterality."
8354,,V5416,S82831D,433,"This code refers to other fracture of the upper and lower end of the right fibula, subsequent encounter for closed fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location, which is incorrect for 'lower leg'."
8355,,V5416,S82832D,434,"Similar to S82831D, this code refers to other fracture of the upper and lower end of the left fibula, subsequent encounter for closed fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and differs in laterality."
8356,,V5416,S82839D,435,"This code refers to other fracture of the upper and lower end of the unspecified fibula, subsequent encounter for closed fracture with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and lacks laterality."
8357,,V5416,S82839E,436,"This code refers to other fracture of the upper and lower end of the unspecified fibula, subsequent encounter for open fracture type I or II with routine healing. It matches the 'aftercare' context but specifies the 'fibula' location and an 'open' fracture."
8358,,V5416,S82841D,437,"This code refers to a displaced bimalleolar fracture of the right lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type ('bimalleolar')."
8359,,V5416,S82842D,438,"Similar to S82841D, this code refers to a displaced bimalleolar fracture of the left lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and differs in laterality."
8360,,V5416,S82843D,439,"This code refers to a displaced bimalleolar fracture of the unspecified lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and lacks laterality."
8361,,V5416,S82843E,440,"This code refers to a displaced bimalleolar fracture of the unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and an 'open' fracture."
8362,,V5416,S82844D,441,"This code refers to a nondisplaced bimalleolar fracture of the right lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type."
8363,,V5416,S82845D,442,"Similar to S82844D, this code refers to a nondisplaced bimalleolar fracture of the left lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and differs in laterality."
8364,,V5416,S82846D,443,"This code refers to a nondisplaced bimalleolar fracture of the unspecified lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and lacks laterality."
8365,,V5416,S82846E,444,"This code refers to a nondisplaced bimalleolar fracture of the unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and an 'open' fracture."
8366,,V5416,S82851D,445,"This code refers to a displaced trimalleolar fracture of the right lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type ('trimalleolar')."
8367,,V5416,S82852D,446,"Similar to S82851D, this code refers to a displaced trimalleolar fracture of the left lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and differs in laterality."
8368,,V5416,S82853D,447,"This code refers to a displaced trimalleolar fracture of the unspecified lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and lacks laterality."
8369,,V5416,S82853E,448,"This code refers to a displaced trimalleolar fracture of the unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and an 'open' fracture."
8370,,V5416,S82854D,449,"This code refers to a nondisplaced trimalleolar fracture of the right lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type."
8371,,V5416,S82855D,450,"Similar to S82854D, this code refers to a nondisplaced trimalleolar fracture of the left lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and differs in laterality."
8372,,V5416,S82856D,451,"This code refers to a nondisplaced trimalleolar fracture of the unspecified lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and lacks laterality."
8373,,V5416,S82856E,452,"This code refers to a nondisplaced trimalleolar fracture of the unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a more specific fracture type and an 'open' fracture."
8374,,V5416,S82861D,453,"This code refers to a displaced Maisonneuve's fracture of the right leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a very specific fracture type ('Maisonneuve's')."
8375,,V5416,S82862D,454,"Similar to S82861D, this code refers to a displaced Maisonneuve's fracture of the left leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a very specific fracture type and differs in laterality."
8376,,V5416,S82863D,455,"This code refers to a displaced Maisonneuve's fracture of the unspecified leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a very specific fracture type and lacks laterality."
8377,,V5416,S82864D,456,"This code refers to a nondisplaced Maisonneuve's fracture of the right leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a very specific fracture type."
8378,,V5416,S82865D,457,"Similar to S82864D, this code refers to a nondisplaced Maisonneuve's fracture of the left leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a very specific fracture type and differs in laterality."
8379,,V5416,S82866D,458,"This code refers to a nondisplaced Maisonneuve's fracture of the unspecified leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but specifies a very specific fracture type and lacks laterality."
8380,,V5416,S82871D,459,"This code refers to a displaced pilon fracture of the right tibia, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location (tibia) and 'aftercare' context, but specifies a more specific fracture type ('pilon')."
8381,,V5416,S82872D,460,"Similar to S82871D, this code refers to a displaced pilon fracture of the left tibia, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location (tibia) and 'aftercare' context, but specifies a more specific fracture type and differs in laterality."
8382,,V5416,S82873D,461,"This code refers to a displaced pilon fracture of the unspecified tibia, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location (tibia) and 'aftercare' context, but specifies a more specific fracture type and lacks laterality."
8383,,V5416,S82874D,462,"This code refers to a nondisplaced pilon fracture of the right tibia, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location (tibia) and 'aftercare' context, but specifies a more specific fracture type."
8384,,V5416,S82875D,463,"Similar to S82874D, this code refers to a nondisplaced pilon fracture of the left tibia, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location (tibia) and 'aftercare' context, but specifies a more specific fracture type and differs in laterality."
8385,,V5416,S82876D,464,"This code refers to a nondisplaced pilon fracture of the unspecified tibia, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location (tibia) and 'aftercare' context, but specifies a more specific fracture type and lacks laterality."
8386,,V5416,S82891D,465,"This code refers to other fracture of the right lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but uses 'other' which is less specific than 'unspecified'."
8387,,V5416,S82892D,466,"Similar to S82891D, this code refers to other fracture of the left lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but uses 'other' and differs in laterality."
8388,,V5416,S82899D,467,"This code refers to other fracture of the unspecified lower leg, subsequent encounter for closed fracture with routine healing. It matches the 'lower leg' location and 'aftercare' context, but uses 'other' and lacks laterality."
